// 04/01/2023 13:25:45
// ReaderName=169.254.1.1, AntennaIDs=1,2,3,4, InventoryMode=SingleTarget, ModeIndex=1000, Population=32, PowerInDbm=30, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
2023-01-04T14:01:31.6231990+01:00                                                                                                  ;AD3830770CCDD0AD38300361 ; ;1 ;-68   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6245360+01:00                                                                                                  ;AD3830770CCDD0AD3830048B ; ;1 ;-69   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6281030+01:00                                                                                                  ;AD3830770CCDD0AD3830035B ; ;1 ;-65,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6291920+01:00                                                                                                  ;AD3830770CCDD0AD3830028E ; ;1 ;-69   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6409720+01:00                                                                                                  ;AD3830770CCDD0AD383001D5 ; ;1 ;-68,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6520450+01:00                                                                                                  ;AD3830770CCDD0AD38300338 ; ;1 ;-69   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6531250+01:00                                                                                                  ;AD3830770CCDD0AD3830027B ; ;1 ;-70   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6563190+01:00                                                                                                  ;AD3830770CCDD0AD383001D6 ; ;1 ;-69   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6679200+01:00                                                                                                  ;AD3830770CCDD0AD38300350 ; ;1 ;-70,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.6757830+01:00                                                                                                  ;AD3830770CCDD0AD3830029C ; ;1 ;-69,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7017310+01:00                                                                                                  ;AD3830770CCDD0AD383003C8 ; ;1 ;-72   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7094150+01:00                                                                                                  ;AD3830770CCDD0AD383001BF ; ;1 ;-74   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7166000+01:00                                                                                                  ;AD3830770CCDD0AD38300217 ; ;1 ;-75,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7290710+01:00                                                                                                  ;AD3830770CCDD0AD383002DB ; ;2 ;-67   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7307700+01:00                                                                                                  ;AD3830770CCDD0AD383001D0 ; ;2 ;-71,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7331100+01:00                                                                                                  ;AD3830770CCDD0AD3830033A ; ;2 ;-70   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7397140+01:00                                                                                                  ;AD3830770CCDD0AD383001DE ; ;2 ;-69,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7439050+01:00                                                                                                  ;AD3830770CCDD0AD38300291 ; ;2 ;-69   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7457140+01:00                                                                                                  ;AD3830770CCDD0AD3830032C ; ;2 ;-63   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7524640+01:00                                                                                                  ;AD3830770CCDD0AD3830021A ; ;2 ;-72   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7618850+01:00                                                                                                  ;AD3830770CCDD0AD38300308 ; ;2 ;-70,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7787180+01:00                                                                                                  ;AD3830770CCDD0AD38300455 ; ;2 ;-72,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.7992200+01:00                                                                                                  ;AD3830770CCDD0AD383002F0 ; ;2 ;-75   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.8128920+01:00                                                                                                  ;AD3830770CCDD0AD3830041F ; ;2 ;-75,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.8243720+01:00                                                                                                  ;AD3830770CCDD0AD383001F4 ; ;2 ;-73   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.8754770+01:00                                                                                                  ;AD3830770CCDD0AD38300342 ; ;3 ;-72,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.8849110+01:00                                                                                                  ;AD3830770CCDD0AD383003B3 ; ;3 ;-73   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.8945360+01:00                                                                                                  ;AD3830770CCDD0AD38300322 ; ;3 ;-72   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.9348030+01:00                                                                                                  ;AD3830770CCDD0AD38300301 ; ;4 ;-74   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.9445840+01:00                                                                                                  ;AD3830770CCDD0AD38300285 ; ;4 ;-73,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.9560640+01:00                                                                                                  ;AD3830770CCDD0AD3830031B ; ;4 ;-74   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:31.9883700+01:00                                                                                                  ;AD3830770CCDD0AD3830048B ; ;1 ;-70   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.0254750+01:00                                                                                                  ;AD3830770CCDD0AD383002A0 ; ;1 ;-73   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.0384380+01:00                                                                                                  ;AD3830770CCDD0AD38300322 ; ;1 ;-71   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.0479960+01:00                                                                                                  ;AD3830770CCDD0AD383002C7 ; ;1 ;-73,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.1091190+01:00                                                                                                  ;AD3830770CCDD0AD38300205 ; ;2 ;-73   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.1187900+01:00                                                                                                  ;AD3830770CCDD0AD383001F4 ; ;2 ;-73   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.1315860+01:00                                                                                                  ;AD3830770CCDD0AD38300365 ; ;2 ;-72   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.1645270+01:00                                                                                                  ;AD3830770CCDD0AD3830034A ; ;3 ;-74   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.1741590+01:00                                                                                                  ;AD3830770CCDD0AD3830039C ; ;3 ;-73,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.1872420+01:00                                                                                                  ;AD3830770CCDD0AD383001D7 ; ;3 ;-73,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.2741590+01:00                                                                                                  ;AD3830770CCDD0AD383001D7 ; ;1 ;-75   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.2816760+01:00                                                                                                  ;AD3830770CCDD0AD383003A1 ; ;1 ;-75   ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.2873740+01:00                                                                                                  ;AD3830770CCDD0AD383001BE ; ;1 ;-71,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.3222490+01:00                                                                                                  ;AD3830770CCDD0AD383001BE ; ;2 ;-74,5 ;865,7 ;169.254.1.1 ; ;
2023-01-04T14:01:32.3477200+01:00                                                                                                  ;AD3830770CCDD0AD383001C3 ; ;2 ;-73   ;865,7 ;169.254.1.1 ; ;
