// 04/01/2023 16:27:01
// ReaderName=169.254.1.1, AntennaIDs=1,2,3,4, InventoryMode=SingleTarget, ModeIndex=1000, Population=32, PowerInDbm=30, Session=1
// Timestamp, EPC, TID, Antenna, RSSI, Frequency, Hostname, PhaseAngle, DopplerFrequency
2023-01-04T17:02:48.6743330+01:00;AD3830770CCDD0AD38300338;;1;-69,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.6794940+01:00;AD3830770CCDD0AD383003FB;;1;-73;865,7;169.254.1.1;;
2023-01-04T17:02:48.6811110+01:00;AD3830770CCDD0AD3830035B;;1;-66,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.6822390+01:00;AD3830770CCDD0AD383001D5;;1;-68;865,7;169.254.1.1;;
2023-01-04T17:02:48.6838220+01:00;AD3830770CCDD0AD383001D6;;1;-69;865,7;169.254.1.1;;
2023-01-04T17:02:48.6925910+01:00;AD3830770CCDD0AD38300286;;1;-70,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.6985810+01:00;AD3830770CCDD0AD383001BF;;1;-70;865,7;169.254.1.1;;
2023-01-04T17:02:48.7151930+01:00;AD3830770CCDD0AD383001F4;;1;-72,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.7311450+01:00;AD3830770CCDD0AD3830027B;;1;-70;865,7;169.254.1.1;;
2023-01-04T17:02:48.7456920+01:00;AD3830770CCDD0AD3830029C;;1;-74;865,7;169.254.1.1;;
2023-01-04T17:02:48.7548620+01:00;AD3830770CCDD0AD38300361;;1;-71;865,7;169.254.1.1;;
2023-01-04T17:02:48.7606800+01:00;AD3830770CCDD0AD383001EF;;1;-73,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.7746400+01:00;AD3830770CCDD0AD3830032C;;2;-62;865,7;169.254.1.1;;
2023-01-04T17:02:48.7756910+01:00;AD3830770CCDD0AD38300455;;2;-73,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.7821500+01:00;AD3830770CCDD0AD38300291;;2;-72;865,7;169.254.1.1;;
2023-01-04T17:02:48.7863480+01:00;AD3830770CCDD0AD38300308;;2;-71,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.7963030+01:00;AD3830770CCDD0AD383001BD;;2;-70;865,7;169.254.1.1;;
2023-01-04T17:02:48.7975940+01:00;AD3830770CCDD0AD383002DB;;2;-65,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.8017690+01:00;AD3830770CCDD0AD3830033A;;2;-69;865,7;169.254.1.1;;
2023-01-04T17:02:48.8053140+01:00;AD3830770CCDD0AD38300350;;2;-69;865,7;169.254.1.1;;
2023-01-04T17:02:48.8131560+01:00;AD3830770CCDD0AD383001BE;;2;-71,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.8316450+01:00;AD3830770CCDD0AD3830028E;;2;-72;865,7;169.254.1.1;;
2023-01-04T17:02:48.8498070+01:00;AD3830770CCDD0AD383001FA;;2;-73;865,7;169.254.1.1;;
2023-01-04T17:02:48.8635570+01:00;AD3830770CCDD0AD38300351;;2;-73,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.8829240+01:00;AD3830770CCDD0AD383003B6;;3;-70;865,7;169.254.1.1;;
2023-01-04T17:02:48.9082810+01:00;AD3830770CCDD0AD38300342;;3;-73,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.9219700+01:00;AD3830770CCDD0AD3830026D;;3;-74,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.9338580+01:00;AD3830770CCDD0AD383001D7;;3;-73;865,7;169.254.1.1;;
2023-01-04T17:02:48.9613510+01:00;AD3830770CCDD0AD383003BB;;4;-76,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.9709890+01:00;AD3830770CCDD0AD3830039C;;4;-72,5;865,7;169.254.1.1;;
2023-01-04T17:02:48.9856670+01:00;AD3830770CCDD0AD38300285;;4;-72,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.0501440+01:00;AD3830770CCDD0AD383001C6;;1;-75;865,7;169.254.1.1;;
2023-01-04T17:02:49.0599110+01:00;AD3830770CCDD0AD38300411;;1;-72,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.0728370+01:00;AD3830770CCDD0AD383001D0;;1;-73,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.0873470+01:00;AD3830770CCDD0AD38300308;;2;-71,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.0887170+01:00;AD3830770CCDD0AD383001BD;;2;-69;865,7;169.254.1.1;;
2023-01-04T17:02:49.1114930+01:00;AD3830770CCDD0AD3830032F;;2;-76;865,7;169.254.1.1;;
2023-01-04T17:02:49.1244860+01:00;AD3830770CCDD0AD38300351;;2;-73,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.1339850+01:00;AD3830770CCDD0AD383003A1;;2;-72,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.1637510+01:00;AD3830770CCDD0AD383002E6;;3;-73,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.1736570+01:00;AD3830770CCDD0AD383001D7;;3;-73;865,7;169.254.1.1;;
2023-01-04T17:02:49.2149660+01:00;AD3830770CCDD0AD383002D7;;4;-77;865,7;169.254.1.1;;
2023-01-04T17:02:49.2246920+01:00;AD3830770CCDD0AD38300301;;4;-76,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.2342400+01:00;AD3830770CCDD0AD38300204;;4;-74,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.2866920+01:00;AD3830770CCDD0AD383004AA;;1;-75;865,7;169.254.1.1;;
2023-01-04T17:02:49.2924640+01:00;AD3830770CCDD0AD383002C7;;1;-75;865,7;169.254.1.1;;
2023-01-04T17:02:49.3000350+01:00;AD3830770CCDD0AD38300322;;1;-73,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.3149690+01:00;AD3830770CCDD0AD383001BD;;2;-69;865,7;169.254.1.1;;
2023-01-04T17:02:49.3379910+01:00;AD3830770CCDD0AD383003A1;;2;-72,5;865,7;169.254.1.1;;
2023-01-04T17:02:49.3528800+01:00;AD3830770CCDD0AD383001C2;;2;-72;865,7;169.254.1.1;;
